region,svg_id,year,gender,age_min,age_max,age_group,population
Toshkent Shahri,tashkent_city,2025,jami,50,54,50-54,176438
Toshkent Shahri,tashkent_city,2025,jami,55,59,55-59,155008
Toshkent Shahri,tashkent_city,2025,jami,60,64,60-64,137307
Toshkent Shahri,tashkent_city,2025,jami,65,69,65-69,111498
Toshkent Shahri,tashkent_city,2025,jami,70,74,70-74,80254
Toshkent Shahri,tashkent_city,2025,jami,75,79,75-79,53090
Toshkent Shahri,tashkent_city,2025,jami,80,84,80-84,24121
Toshkent Shahri,tashkent_city,2025,jami,85,,85+,14607
Sirdaryo,sirdarya,2025,jami,0,,total,930284
Sirdaryo,sirdarya,2025,jami,0,4,0-4,111476
Sirdaryo,sirdarya,2025,jami,5,9,5-9,88530
Sirdaryo,sirdarya,2025,jami,10,14,10-14,79717
Sirdaryo,sirdarya,2025,jami,15,19,15-19,76915
Sirdaryo,sirdarya,2025,jami,20,24,20-24,68119
Sirdaryo,sirdarya,2025,jami,25,29,25-29,72492
Sirdaryo,sirdarya,2025,jami,30,34,30-34,83595
Sirdaryo,sirdarya,2025,jami,35,39,35-39,84723
Sirdaryo,sirdarya,2025,jami,40,44,40-44,66177
Sirdaryo,sirdarya,2025,jami,45,49,45-49,50585
Sirdaryo,sirdarya,2025,jami,50,54,50-54,40152
Sirdaryo,sirdarya,2025,jami,55,59,55-59,33024
Sirdaryo,sirdarya,2025,jami,60,64,60-64,31793
Sirdaryo,sirdarya,2025,jami,65,69,65-69,22767
Sirdaryo,sirdarya,2025,jami,70,74,70-74,12368
Sirdaryo,sirdarya,2025,jami,75,79,75-79,4488
Sirdaryo,sirdarya,2025,jami,80,84,80-84,1769
Sirdaryo,sirdarya,2025,jami,85,,85+,1595
Qoraqalpog'iston,karakalpakstan,2025,ayol,0,,total,1026933
Qoraqalpog'iston,karakalpakstan,2025,ayol,0,4,0-4,104876
Qoraqalpog'iston,karakalpakstan,2025,ayol,5,9,5-9,91474
Qoraqalpog'iston,karakalpakstan,2025,ayol,10,14,10-14,91733
Qoraqalpog'iston,karakalpakstan,2025,ayol,15,19,15-19,87266
Qoraqalpog'iston,karakalpakstan,2025,ayol,20,24,20-24,73729
Qoraqalpog'iston,karakalpakstan,2025,ayol,25,29,25-29,76179
Qoraqalpog'iston,karakalpakstan,2025,ayol,30,34,30-34,82286
Qoraqalpog'iston,karakalpakstan,2025,ayol,35,39,35-39,85885
Qoraqalpog'iston,karakalpakstan,2025,ayol,40,44,40-44,73843
Qoraqalpog'iston,karakalpakstan,2025,ayol,45,49,45-49,61332
Qoraqalpog'iston,karakalpakstan,2025,ayol,50,54,50-54,53291
Qoraqalpog'iston,karakalpakstan,2025,ayol,55,59,55-59,42809
Qoraqalpog'iston,karakalpakstan,2025,ayol,60,64,60-64,40009
Qoraqalpog'iston,karakalpakstan,2025,ayol,65,69,65-69,28949
Qoraqalpog'iston,karakalpakstan,2025,ayol,70,74,70-74,16341
Qoraqalpog'iston,karakalpakstan,2025,ayol,75,79,75-79,10195
Qoraqalpog'iston,karakalpakstan,2025,ayol,80,84,80-84,4365
Qoraqalpog'iston,karakalpakstan,2025,ayol,85,,85+,2371
Jizzax,jizzakh,2025,jami,0,,total,1576951
Jizzax,jizzakh,2025,jami,0,4,0-4,204673
Jizzax,jizzakh,2025,jami,5,9,5-9,163814
Jizzax,jizzakh,2025,jami,10,14,10-14,137322
Jizzax,jizzakh,2025,jami,15,19,15-19,128805
Jizzax,jizzakh,2025,jami,20,24,20-24,114335
Jizzax,jizzakh,2025,jami,25,29,25-29,119560
Jizzax,jizzakh,2025,jami,30,34,30-34,137863
Jizzax,jizzakh,2025,jami,35,39,35-39,127451
Jizzax,jizzakh,2025,jami,40,44,40-44,98264
Jizzax,jizzakh,2025,jami,45,49,45-49,79210
Jizzax,jizzakh,2025,jami,50,54,50-54,65891
Jizzax,jizzakh,2025,jami,55,59,55-59,54280
Jizzax,jizzakh,2025,jami,60,64,60-64,53006
Jizzax,jizzakh,2025,jami,65,69,65-69,41060
Jizzax,jizzakh,2025,jami,70,74,70-74,24937
Jizzax,jizzakh,2025,jami,75,79,75-79,15361
Jizzax,jizzakh,2025,jami,80,84,80-84,7766
Jizzax,jizzakh,2025,jami,85,,85+,3355
Toshkent,tashkent,2025,erkak,0,,total,1541515
Toshkent,tashkent,2025,erkak,0,4,0-4,173132
Toshkent,tashkent,2025,erkak,5,9,5-9,141906
Toshkent,tashkent,2025,erkak,10,14,10-14,133843
Toshkent,tashkent,2025,erkak,15,19,15-19,124679
Toshkent,tashkent,2025,erkak,20,24,20-24,103248
Toshkent,tashkent,2025,erkak,25,29,25-29,116585
Toshkent,tashkent,2025,erkak,30,34,30-34,130277
Toshkent,tashkent,2025,erkak,35,39,35-39,132884
Toshkent,tashkent,2025,erkak,40,44,40-44,105141
Toshkent,tashkent,2025,erkak,45,49,45-49,86606
Toshkent,tashkent,2025,erkak,50,54,50-54,74934
Toshkent,tashkent,2025,erkak,55,59,55-59,64192
Toshkent,tashkent,2025,erkak,60,64,60-64,61492
Toshkent,tashkent,2025,erkak,65,69,65-69,44374
Toshkent,tashkent,2025,erkak,70,74,70-74,26553
Toshkent,tashkent,2025,erkak,75,79,75-79,13005
Toshkent,tashkent,2025,erkak,80,84,80-84,6095
Toshkent,tashkent,2025,erkak,85,,85+,2570
Andijon,andijan,2025,erkak,0,,total,1779716
Andijon,andijan,2025,erkak,0,4,0-4,215707
Andijon,andijan,2025,erkak,5,9,5-9,185946
Andijon,andijan,2025,erkak,10,14,10-14,160936
Andijon,andijan,2025,erkak,15,19,15-19,146643
Andijon,andijan,2025,erkak,20,24,20-24,115433
Andijon,andijan,2025,erkak,25,29,25-29,126528
Andijon,andijan,2025,erkak,30,34,30-34,150847
Andijon,andijan,2025,erkak,35,39,35-39,137318
Andijon,andijan,2025,erkak,40,44,40-44,116573
Andijon,andijan,2025,erkak,45,49,45-49,96991
Andijon,andijan,2025,erkak,50,54,50-54,90505
Andijon,andijan,2025,erkak,55,59,55-59,74411
Andijon,andijan,2025,erkak,60,64,60-64,65071
Andijon,andijan,2025,erkak,65,69,65-69,47690
Andijon,andijan,2025,erkak,70,74,70-74,26851
Andijon,andijan,2025,erkak,75,79,75-79,13288
Andijon,andijan,2025,erkak,80,84,80-84,6034
Andijon,andijan,2025,erkak,85,,85+,2948
Sirdaryo,sirdarya,2025,erkak,0,,total,466596
Sirdaryo,sirdarya,2025,erkak,0,4,0-4,57378
Sirdaryo,sirdarya,2025,erkak,5,9,5-9,45856
Sirdaryo,sirdarya,2025,erkak,10,14,10-14,41295
Sirdaryo,sirdarya,2025,erkak,15,19,15-19,39741
Sirdaryo,sirdarya,2025,erkak,20,24,20-24,34207
Sirdaryo,sirdarya,2025,erkak,25,29,25-29,36006
Sirdaryo,sirdarya,2025,erkak,30,34,30-34,41824
Sirdaryo,sirdarya,2025,erkak,35,39,35-39,42477
Sirdaryo,sirdarya,2025,erkak,40,44,40-44,33024
Sirdaryo,sirdarya,2025,erkak,45,49,45-49,25248
Sirdaryo,sirdarya,2025,erkak,50,54,50-54,20660
Sirdaryo,sirdarya,2025,erkak,55,59,55-59,15163
Sirdaryo,sirdarya,2025,erkak,60,64,60-64,14485
Sirdaryo,sirdarya,2025,erkak,65,69,65-69,10466
Sirdaryo,sirdarya,2025,erkak,70,74,70-74,5510
Sirdaryo,sirdarya,2025,erkak,75,79,75-79,1972
Sirdaryo,sirdarya,2025,erkak,80,84,80-84,724
Sirdaryo,sirdarya,2025,erkak,85,,85+,562
